Address,City,original_price,lot_size_m2,living_space_m2,build_year,build_type,house_type,roof_type,rooms,toilet,floors,energy_label,position,garden,neighborhood_price_per_m2,price_cleaned,living_space_cleaned,lot_size_cleaned,bedrooms,total_rooms,house_type_cleaned,garden_type,price_per_sqm
Tienraijseweg 10,Meerlo,€ 669.000,11.914 m²,180 m²,1974.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,D,"Landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,,669000.0,180.0,11.914,5.0,7,Eengezinswoning,Other Garden,3716.6666666666665
Stationsstraat 2,Raalte,€ 565.000,643 m²,322 m²,1909.0,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In centrum,Tuin rondom,1.515,565000.0,322.0,643.0,5.0,7,Herenhuis,Other Garden,1754.6583850931677
Aveling 4,Sliedrecht,€ 345.000,124 m²,106 m²,1997.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin,2.160,345000.0,106.0,124.0,4.0,5,Eengezinswoning,Back Garden,3254.7169811320755
Witte Baan 21,Prinsenbeek,€ 369.000,180 m²,108 m²,1969.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,11.035,369000.0,108.0,180.0,4.0,5,Eengezinswoning,Back Garden,3416.6666666666665
Traverse 5,Bergambacht,€ 925.000,630 m²,185 m²,2008.0,Bestaande bouw,"Villa, vrijstaande woning",Tentdak,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,"In woonwijk, open ligging en vrij uitzicht",Tuin rondom,1.355,925000.0,185.0,630.0,4.0,5,Villa,Other Garden,5000.0
Woertheweg 8,Hellendoorn,€ 400.000,458 m²,122 m²,1954.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en in centrum,Achtertuin en voortuin,380,400000.0,122.0,458.0,3.0,4,Eengezinswoning,Back Garden,3278.688524590164
Noordweg 70,Serooskerke (Gem. Veere),€ 595.000,503 m²,95 m²,1900.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer,2 woonlagen,D,In centrum,"Achtertuin, tuin rondom, voortuin en zijtuin",1.615,595000.0,95.0,503.0,3.0,5,Eengezinswoning,Back Garden,6263.1578947368425
Hunnenpad 14,Putten,€ 995.000,1.805 m²,161 m²,1989.0,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),2 badkamers,2 woonlagen,B,"Aan bosrand, aan rustige weg, beschutte ligging en in bosrijke omgeving",Tuin rondom,2.610,995000.0,161.0,1.805,3.0,4,Villa,Other Garden,6180.124223602485
Westerzicht 729,Vlissingen,€ 229.000,145 m²,85 m²,1977.0,Bestaande bouw,"Eengezinswoning, tussenwoning (split-level woning)",Samengesteld dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,In woonwijk,Achtertuin en voortuin,1.610,229000.0,85.0,145.0,3.0,4,Eengezinswoning,Back Garden,2694.1176470588234
De Hennepe 437,Tiel,€ 375.000,229 m²,143 m²,1975.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,2.125,375000.0,143.0,229.0,5.0,6,Eengezinswoning,Back Garden,2622.377622377622
Didamseweg 78,Zevenaar,€ 575.000,544 m²,128 m²,1934.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,In woonwijk,"Achtertuin, voortuin, zijtuin en zonneterras",2.195,575000.0,128.0,544.0,3.0,4,Eengezinswoning,Back Garden,4492.1875
Repenhof 13,Bunde,€ 375.000,235 m²,124 m²,1988.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,5.300,375000.0,124.0,235.0,4.0,5,Eengezinswoning,Back Garden,3024.1935483870966
Satijnvlinderlaan 9,Eindhoven,€ 675.000,703 m²,177 m²,1994.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen,C,,Tuin rondom,3.685,675000.0,177.0,703.0,4.0,5,Eengezinswoning,Other Garden,3813.5593220338983
De Kaneel 7,Woudenberg,€ 379.000,227 m²,98 m²,1966.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",2.090,379000.0,98.0,227.0,4.0,5,Eengezinswoning,Back Garden,3867.3469387755104
Stal 132,Drachten,€ 229.000,126 m²,134 m²,1985.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.195,229000.0,134.0,126.0,4.0,5,Eengezinswoning,Back Garden,1708.955223880597
Balmerstraat 41,Apeldoorn,€ 339.500,185 m²,102 m²,1965.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,In woonwijk,Achtertuin en voortuin,3.660,339500.0,102.0,185.0,4.0,5,Eengezinswoning,Back Garden,3328.4313725490197
Nunspeterweg 15,Vierhouten,€ 549.000,677 m²,99 m²,1962.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,"In bosrijke omgeving, in centrum en in woonwijk","Achtertuin, tuin rondom, voortuin en zijtuin",390,549000.0,99.0,677.0,3.0,4,Eengezinswoning,Back Garden,5545.454545454545
Dorpsweg 30,Sommelsdijk,€ 575.000,267 m²,194 m²,2009.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,In centrum,Achtertuin en voortuin,1.475,575000.0,194.0,267.0,5.0,6,Eengezinswoning,Back Garden,2963.917525773196
Zandweg 32,Wormer,€ 350.000,288 m²,101 m²,1906.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,Aan drukke weg en in woonwijk,Tuin rondom,3.805,350000.0,101.0,288.0,3.0,4,Eengezinswoning,Other Garden,3465.3465346534654
Veenmos 60,Kampen,€ 389.000,221 m²,136 m²,1980.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,7.020,389000.0,136.0,221.0,6.0,7,Eengezinswoning,Back Garden,2860.294117647059
Bovenboer 14,Veeningen,€ 495.000,497 m²,163 m²,1995.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, in woonwijk, landelijk gelegen, open ligging en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",320,495000.0,163.0,497.0,4.0,6,Eengezinswoning,Back Garden,3036.8098159509204
Cantate 61,Zaandam,€ 775.000,208 m²,190 m²,2001.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A,"Aan vaarwater, aan water, in woonwijk en landelijk gelegen",Achtertuin en voortuin,8.965,775000.0,190.0,208.0,6.0,7,Eengezinswoning,Back Garden,4078.9473684210525
Platanenstraat 2 c,Oost-Souburg,€ 325.000,212 m²,116 m²,2000.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,In woonwijk,Achtertuin en voortuin,1.710,325000.0,116.0,212.0,3.0,4,Eengezinswoning,Back Garden,2801.7241379310344
Menso Altingstraat 13,Sleen,€ 795.000,1.000 m²,296 m²,1947.0,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,D,In bosrijke omgeving en vrij uitzicht,Achtertuin en zijtuin,2.120,795000.0,296.0,1.0,5.0,8,Woonboerderij,Back Garden,2685.810810810811
Zesakkers 2041,Wijchen,€ 495.000,287 m²,119 m²,1990.0,Bestaande bouw,"Bungalow, geschakelde woning",Plat dak,4 kamers (3 slaapkamers),1 badkamer,1 woonlaag,C,In woonwijk,Achtertuin en voortuin,180,495000.0,119.0,287.0,3.0,4,Bungalow,Back Garden,4159.663865546218
Jeroen Boschlaan 4,Bilthoven,€ 1.150.000,392 m²,231 m²,2008.0,Bestaande bouw,"Villa, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A,"Aan bosrand, aan rustige weg en in woonwijk","Achtertuin, voortuin, zijtuin en zonneterras",4.865,1150000.0,231.0,392.0,5.0,6,Villa,Back Garden,4978.354978354978
De Velg 24,Nieuwlande,€ 309.500,174 m²,102 m²,2016.0,Bestaande bouw,"Bungalow, geschakelde woning (semi-bungalow)",Lessenaardak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,Aan rustige weg en in woonwijk,Voortuin en zonneterras,,309500.0,102.0,174.0,3.0,4,Bungalow,Front Garden,3034.3137254901962
Wickenburglaan 66 en 66 A,Utrecht,€ 495.000,311 m²,81 m²,1964.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,F,In woonwijk,Tuin rondom,2.245,495000.0,81.0,311.0,2.0,4,Eengezinswoning,Other Garden,6111.111111111111
Prinses Margrietplantsoen 118,Bussum,€ 695.000,330 m²,116 m²,1956.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.725,695000.0,116.0,330.0,4.0,5,Eengezinswoning,Back Garden,5991.379310344828
William Barlowlaan 133,Amsterdam,€ 1.275.000,126 m²,244 m²,2008.0,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,9 kamers (5 slaapkamers),3 badkamers,5 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin,15.745,1275000.0,244.0,126.0,5.0,9,Herenhuis,Back Garden,5225.4098360655735
Wielewaal 6,Bergambacht,€ 309.000,135 m²,94 m²,1985.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een zolder,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,3.270,309000.0,94.0,135.0,3.0,4,Eengezinswoning,Back Garden,3287.2340425531916
Turnhoutplantsoen 34,Amsterdam,€ 500.000,90 m²,110 m²,1990.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A+,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin,,500000.0,110.0,90.0,3.0,4,Eengezinswoning,Back Garden,4545.454545454545
Schuitemakerstraat 4,Heemskerk,€ 850.000,685 m²,158 m²,1966.0,Bestaande bouw,"Bungalow, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,E,"Beschutte ligging, in centrum en in woonwijk","Achtertuin, tuin rondom, voortuin en zijtuin",1.510,850000.0,158.0,685.0,5.0,6,Bungalow,Back Garden,5379.7468354430375
Polakkers 8,Buinen,€ 375.000,570 m²,138 m²,1978.0,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,C,"Beschutte ligging, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin, zijtuin en zonneterras",725,375000.0,138.0,570.0,3.0,4,Bungalow,Back Garden,2717.391304347826
Boelewijk 8,De Wilp,€ 625.000,9.271 m²,131 m²,1965.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, aan water, buiten bebouwde kom en landelijk gelegen",Tuin rondom,1.285,625000.0,131.0,9.271,4.0,5,Eengezinswoning,Other Garden,4770.992366412213
Westerweg 9,Noordwijk (GR),€ 249.500,725 m²,78 m²,1939.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,G,Landelijk gelegen,"Achtertuin, voortuin en zijtuin",225,249500.0,78.0,725.0,3.0,4,Eengezinswoning,Back Garden,3198.7179487179487
C. Evertsenstraat 98,Hilversum,€ 789.000,321 m²,145 m²,1957.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen,D,"Aan bosrand, aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",4.185,789000.0,145.0,321.0,4.0,5,Eengezinswoning,Back Garden,5441.379310344828
De Dieze 27,Goirle,€ 450.000,186 m²,135 m²,1978.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.130,450000.0,135.0,186.0,4.0,7,Eengezinswoning,Back Garden,3333.3333333333335
Platte knoop 8,Almere,€ 1.050.000,441 m²,243 m²,2011.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,9 kamers (7 slaapkamers),3 badkamers en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in bosrijke omgeving, in woonwijk en vrij uitzicht","Achtertuin, tuin rondom, voortuin en zijtuin",7.885,1050000.0,243.0,441.0,7.0,9,Eengezinswoning,Back Garden,4320.9876543209875
Beatrixweg 24 I,Vaassen,€ 525.000,435 m²,91 m²,1978.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,In centrum,"Achtertuin, tuin rondom, voortuin, zijtuin en zonneterras",610,525000.0,91.0,435.0,3.0,4,Eengezinswoning,Back Garden,5769.2307692307695
Stadsedijk 5,Heijningen,€ 625.000,1.020 m²,201 m²,1654.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,D,"Aan rustige weg, beschutte ligging en vrij uitzicht",Achtertuin,,625000.0,201.0,1.02,4.0,6,Eengezinswoning,Back Garden,3109.452736318408
Wethouder Roodenburgstraat 27,Haarlem,€ 495.000,106 m²,93 m²,1923.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.325,495000.0,93.0,106.0,4.0,5,Eengezinswoning,Back Garden,5322.580645161291
De Almanak 54,Zaandam,€ 789.000,285 m²,152 m²,1978.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,"Aan vaarwater, aan water, beschutte ligging en in woonwijk",Tuin rondom,6.190,789000.0,152.0,285.0,3.0,5,Eengezinswoning,Other Garden,5190.789473684211
Disneystrook 50,Zoetermeer,€ 475.000,190 m²,126 m²,1979.0,Bestaande bouw,"Eengezinswoning, hoekwoning (drive-in woning)",Samengesteld dak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,9.440,475000.0,126.0,190.0,3.0,5,Eengezinswoning,Back Garden,3769.84126984127
Brielsemeer 1,Zoetermeer,€ 675.000,300 m²,174 m²,2014.0,Bestaande bouw,"Herenhuis, hoekwoning",Samengesteld dak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A++,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",7.360,675000.0,174.0,300.0,5.0,6,Herenhuis,Back Garden,3879.310344827586
De Koop 34,Hoogland,€ 449.000,191 m²,110 m²,1986.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.475,449000.0,110.0,191.0,3.0,4,Eengezinswoning,Back Garden,4081.818181818182
Boomdijk 12,Klaaswaal,€ 1.295.000,16.610 m²,221 m²,,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer,"1 woonlaag, een zolder en een kelder",E,"Buiten bebouwde kom, open ligging en vrij uitzicht",Tuin rondom,610,1295000.0,221.0,16.61,2.0,4,Woonboerderij,Other Garden,5859.72850678733
Kleine Broekstraat 59,Bergeijk,€ 550.000,786 m²,151 m²,1965.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg,Achtertuin,150,550000.0,151.0,786.0,5.0,6,Eengezinswoning,Back Garden,3642.384105960265
Aardenburg 18,Hoogeveen,€ 495.000,313 m²,153 m²,1997.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zonneterras",6.225,495000.0,153.0,313.0,4.0,7,Eengezinswoning,Back Garden,3235.294117647059
Westduinweg 233,Den Haag,€ 435.000,84 m²,92 m²,1935.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,,Achtertuin,4.205,435000.0,92.0,84.0,3.0,5,Eengezinswoning,Back Garden,4728.260869565217
Emmastraat 3,Barendrecht,€ 695.000,286 m²,170 m²,1936.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,,"Achtertuin, voortuin en zijtuin",1.545,695000.0,170.0,286.0,5.0,7,Eengezinswoning,Back Garden,4088.235294117647
De Drift 9,Hoogeveen,€ 375.000,249 m²,148 m²,1990.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.675,375000.0,148.0,249.0,4.0,6,Eengezinswoning,Back Garden,2533.7837837837837
Emmastraat 2,Numansdorp,€ 329.500,135 m²,82 m²,1880.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,Aan rustige weg en in woonwijk,Zijtuin,7.665,329500.0,82.0,135.0,2.0,4,Eengezinswoning,Side Garden,4018.2926829268295
Dorpsstraat 19,Wilp,€ 395.000,190 m²,129 m²,1999.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,965,395000.0,129.0,190.0,3.0,5,Eengezinswoning,Back Garden,3062.015503875969
Kennemerbeekweg 2 A,Hillegom,€ 565.000,283 m²,117 m²,1932.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Mansarde dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,E,"Aan rustige weg, aan water, landelijk gelegen, open ligging en vrij uitzicht","Achtertuin, voortuin en zijtuin",1.285,565000.0,117.0,283.0,4.0,5,Eengezinswoning,Back Garden,4829.059829059829
H. Reptonstraat 78,Velserbroek,€ 550.000,157 m²,108 m²,2004.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,B,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,2.095,550000.0,108.0,157.0,4.0,5,Eengezinswoning,Back Garden,5092.592592592592
Bouwbergstraat 9,Schinveld,€ 359.000,275 m²,273 m²,1920.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,8 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, in bosrijke omgeving, in centrum, in woonwijk en landelijk gelegen",Achtertuin,4.575,359000.0,273.0,275.0,4.0,8,Eengezinswoning,Back Garden,1315.018315018315
Varnebroek 55,Alkmaar,€ 489.000,88 m²,144 m²,2010.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in centrum en in woonwijk",Achtertuin,1.550,489000.0,144.0,88.0,4.0,5,Eengezinswoning,Back Garden,3395.8333333333335
Saksen Weimarlaan 6,Breda,€ 785.000,176 m²,147 m²,1935.0,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.165,785000.0,147.0,176.0,3.0,5,Eengezinswoning,Back Garden,5340.136054421769
Burgemeester de Boerlaan 20,Obdam,€ 695.000,423 m²,157 m²,1960.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een vliering,D,In centrum en in woonwijk,Achtertuin,1.005,695000.0,157.0,423.0,3.0,5,Eengezinswoning,Back Garden,4426.751592356688
Westerduinweg 10,Petten,€ 995.000,4.770 m²,329 m²,1951.0,Bestaande bouw,"Landhuis, vrijstaande woning",Samengesteld dak bedekt met pannen,9 kamers (6 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,G,"Buiten bebouwde kom, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,80,995000.0,329.0,4.77,6.0,9,Landhuis,Other Garden,3024.3161094224924
Valkenburgerlaan 28,Heemstede,€ 1.090.000,296 m²,216 m²,1928.0,Bestaande bouw,"Herenhuis, halfvrijstaande woning",Samengesteld dak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,E,In woonwijk,Achtertuin en voortuin,1.065,1090000.0,216.0,296.0,6.0,7,Herenhuis,Back Garden,5046.2962962962965
Jantina Cristina Langerhorsttuin 11,Heerhugowaard,€ 325.000,134 m²,93 m²,1997.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.895,325000.0,93.0,134.0,1.0,3,Eengezinswoning,Back Garden,3494.6236559139784
Endeldijk 13,Rotterdam,€ 465.000,102 m²,131 m²,2006.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,7 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,In woonwijk,Achtertuin,28.875,465000.0,131.0,102.0,3.0,7,Eengezinswoning,Back Garden,3549.618320610687
Chrysantenstraat 32,Veghel,€ 440.000,433 m²,144 m²,1965.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,E,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.525,440000.0,144.0,433.0,4.0,5,Eengezinswoning,Back Garden,3055.5555555555557
Wibautstraat 9,Oosterhout (NB),€ 535.000,271 m²,135 m²,1990.0,Bestaande bouw,"Bungalow, geschakelde woning (semi-bungalow)",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.880,535000.0,135.0,271.0,3.0,4,Bungalow,Back Garden,3962.962962962963
Ninaberstraat 22,Zuidoostbeemster,€ 695.000,423 m²,180 m²,1971.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,7 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, aan water en in woonwijk",Achtertuin,€ 4.869,695000.0,180.0,423.0,6.0,7,Eengezinswoning,Back Garden,3861.1111111111113
Geeneindse Kerkweg 14,Helmond,€ 835.000,726 m²,252 m²,1987.0,Bestaande bouw,"Villa, vrijstaande woning",Dwarskap bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,"Achtertuin, voortuin en zijtuin",4.855,835000.0,252.0,726.0,5.0,7,Villa,Back Garden,3313.4920634920636
